"State","Year","AnnualAVG","AnnualAVG_percent","Population 18-24","Population 25-44","Population 45-64","Male Population","White Alone","Hispanic","GDP","Description","MinWage","Median Income","Population","PopulationMillions","Region","TreatYear","Treated"
"Oregon",2006,1780343.91666667,61.9,350178,994743,987239,1817766,"3299010","381519",6727083,"All industry total ",7.5,70190,3670.883,3.670883,"W",2014,0
"Oregon",2007,1812357,61.9416666666667,352686,1004706,1009562,1843070,"3335150","402398",7152553,"All industry total ",7.8,73010,3722.417,3.722417,"W",2014,0
"Oregon",2008,1824737.5,61.425,356879,1012559,1025602,1865213,"3366833","421853",7297906,"All industry total ",7.95,72520,3768.748,3.768748,"W",2014,0
"Oregon",2009,1756043.91666667,58.375,359611,1020615,1039440,1885391,"3391395","438205",7160654,"All industry total ",8.4,69110,3808.6,3.8086,"W",2014,0
"Oregon",2010,1778161.58333333,58.6,359033,1024927,1050739,1899123,"3406965","452421",7797755,"All industry total ",8.4,70260,3837.614,3.837614,"W",2014,0
"Oregon",2011,1804098.66666667,58.8333333333333,363335,1034606,1059017,1915983,"3427753","462913",8003709,"All industry total ",8.5,69390,3872.672,3.872672,"W",2014,0
"Oregon",2012,1791561.16666667,57.8333333333333,365741,1042246,1052242,1930147,"3443489","471222",8566318,"All industry total ",8.8,68410,3900.102,3.900102,"W",2014,0
"Oregon",2013,1775947.91666667,56.8083333333333,364991,1049563,1048815,1942108,"3457583","480619",8916103,"All industry total ",8.95,63960,3924.11,3.92411,"W",2014,0
"Oregon",2014,1820209.08333333,57.5,365274,1062236,1049318,1963056,"3483147","492355",9492193,"All industry total ",9.1,75780,3965.447,3.965447,"W",2014,1
"Oregon",2015,1871781.58333333,58.2083333333333,363061,1081981,1055337,1990263,"3520026","505555",9914926,"All industry total ",9.25,78360,4018.542,4.018542,"W",2014,1
"Oregon",2016,1945674.75,59.325,364157,1113650,1062706,2028093,"3571312","522214",10568382,"All industry total ",9.75,75500,4093.271,4.093271,"W",2014,1
"Oregon",2017,1992020.66666667,59.8583333333333,363930,1139020,1062539,2055809,"3608397","539292",11038632,"All industry total ",10.25,78410,4147.294,4.147294,"W",2014,1
"Oregon",2018,1996722,59.3,364484,1157483,1056198,2074151,"3630853","553289",11797262,"All industry total ",10.75,85070,4183.538,4.183538,"W",2014,1
"Oregon",2019,2016472.16666667,59.2583333333333,363006,1174595,1049306,2090110,"3650867","566811",12968152,"All industry total ",11.25,90190,4216.116,4.216116,"W",2014,1
"Oregon",2020,1946580.91666667,56.5916666666667,359458,1184987,1055849,2116886,"3666861","592478",4921210,"All industry total ",12,92180,4243.779,4.243779,"W",2014,1
"Oregon",2021,2036667.83333333,58.7916666666667,358807,1191709,1048996,2121542,"3666724","606259",8681248,"All industry total ",12.75,93980,4254.28,4.25428,"W",2014,1
"Oregon",2022,2085651.91666667,60.175,363477,1189513,1037363,2117455,"3645072","620672",14398957,"All industry total ",13.5,92510,4247.372,4.247372,"W",2014,1
"Pennsylvania",2000,5849096,61.6666666666667,1099628,3495003,2852524,5932174,"10670718","398374",25954780,"All industry total ",5.15,72110,12284.173,12.284173,"NE",NA,0
"Pennsylvania",2001,5881537.83333333,61.8083333333333,1121223,3435158,2927849,5944575,"10651965","421461",26715278,"All industry total ",5.15,72730,12298.97,12.29897,"NE",NA,0
"Pennsylvania",2002,5869153.83333333,61.4,1140351,3381750,3012266,5967199,"10645010","447621",27563730,"All industry total ",5.15,70190,12331.031,12.331031,"NE",NA,0
"Pennsylvania",2003,5807071.66666667,60.4416666666667,1160469,3336783,3096352,5996764,"10646774","477457",29351265,"All industry total ",5.15,69460,12374.658,12.374658,"NE",NA,0
"Pennsylvania",2004,5878103.83333333,60.9166666666667,1173247,3294544,3179667,6019973,"10638463","510353",32205931,"All industry total ",5.15,69610,12410.722,12.410722,"NE",NA,0
"Pennsylvania",2005,5944422.5,61.2666666666667,1183666,3257164,3262363,6044937,"10631953","545049",35624288,"All industry total ",5.15,71020,12449.99,12.44999,"NE",NA,0
"Pennsylvania",2006,6002036.33333333,61.45,1200427,3224924,3341731,6081497,"10643317","583240",37186073,"All industry total ",5.15,72260,12510.809,12.510809,"NE",NA,0
"Pennsylvania",2007,6058596.5,61.6416666666667,1214618,3197312,3407584,6111850,"10648442","621478",39476993,"All industry total ",6.25,70400,12563.937,12.563937,"NE",NA,0
"Pennsylvania",2008,6095858.16666667,61.65,1231877,3173801,3456191,6138990,"10649979","657589",37919233,"All industry total ",7.15,72060,12612.285,12.612285,"NE",NA,0
"Pennsylvania",2009,5892382.91666667,59.2833333333333,1252413,3146144,3516724,6169834,"10659092","693817",36438493,"All industry total ",7.15,67810,12666.858,12.666858,"NE",NA,0
"Pennsylvania",2010,5839354.58333333,58.1083333333333,1262696,3126376,3573000,6196088,"10664123","726344",37532266,"All industry total ",7.25,67090,12711.406,12.711406,"NE",NA,0
"Pennsylvania",2011,5886082.75,58.175,1270638,3126157,3607904,6218271,"10659095","756888",39377817,"All industry total ",7.25,67210,12747.052,12.747052,"NE",NA,0
"Pennsylvania",2012,5955823.66666667,58.6416666666667,1269030,3129157,3589219,6235679,"10643596","786802",41042980,"All industry total ",7.25,68580,12769.123,12.769123,"NE",NA,0
"Pennsylvania",2013,5964327.58333333,58.5916666666667,1259534,3136644,3577357,6246744,"10616671","812231",42406753,"All industry total ",7.25,72000,12779.538,12.779538,"NE",NA,0
"Pennsylvania",2014,6009665.25,58.8916666666667,1240155,3146147,3567305,6255623,"10593364","841525",43675785,"All industry total ",7.25,71010,12792.392,12.792392,"NE",NA,0
"Pennsylvania",2015,6077358,59.475,1213542,3150146,3558644,6258827,"10559088","870319",45644020,"All industry total ",7.25,77780,12789.838,12.789838,"NE",NA,0
"Pennsylvania",2016,6114930.5,59.7583333333333,1191279,3153506,3540593,6261453,"10522731","902298",46199338,"All industry total ",7.25,77850,12788.468,12.788468,"NE",NA,0
"Pennsylvania",2017,6160931.16666667,59.4833333333333,1170686,3171792,3507694,6266172,"10492587","938461",47897060,"All industry total ",7.25,76890,12794.679,12.794679,"NE",NA,0
"Pennsylvania",2018,6221654.41666667,59.8833333333333,1157855,3200064,3463182,6276611,"10468819","980162",50704502,"All industry total ",7.25,79360,12809.107,12.809107,"NE",NA,0
"Pennsylvania",2019,6288106.41666667,60.4,1137492,3222663,3408738,6272394,"10430349","1005387",52349330,"All industry total ",7.25,85540,12798.883,12.798883,"NE",NA,0
"Pennsylvania",2020,5931392.91666667,56.7166666666667,1140578,3288688,3444850,6407340,"10561227","1054868",29236403,"All industry total ",7.25,84910,12996.143,12.996143,"NE",NA,0
"Pennsylvania",2021,6059661.08333333,57.7333333333333,1173457,3308270,3383797,6415901,"10545942","1086570",37403500,"All industry total ",7.25,83380,13015.571,13.015571,"NE",NA,0
"Pennsylvania",2022,6195460.75,59.05,1166165,3316076,3319366,6400740,"10483690","1123505",56781843,"All industry total ",7.25,76970,12984.99,12.98499,"NE",NA,0
"Rhode Island",2000,520912.583333333,64.1,107167,310069,232537,504494,"943392","91654",2679887,"All industry total ",5.65,72150,1050.268,1.050268,"NE",2022,0
"Rhode Island",2001,517544.75,63.1416666666667,109990,306912,240500,508168,"945933","96675",2775374,"All industry total ",6.15,76450,1057.142,1.057142,"NE",2022,0
"Rhode Island",2002,522335.083333333,63.0833333333333,112756,304816,248906,512905,"949738","101954",2898546,"All industry total ",6.15,70050,1065.995,1.065995,"NE",2022,0
"Rhode Island",2003,529395.416666667,63.4166666666667,113403,302712,257104,515752,"950441","107092",3146959,"All industry total ",6.15,72330,1071.342,1.071342,"NE",2022,0
"Rhode Island",2004,526440.583333333,62.8583333333333,115173,299215,264260,518204,"949376","111016",3375348,"All industry total ",6.75,75650,1074.579,1.074579,"NE",2022,0
"Rhode Island",2005,534501.583333333,63.85,115595,292094,270022,515084,"939748","114237",3542525,"All industry total ",6.75,75900,1067.916,1.067916,"NE",2022,0
"Rhode Island",2006,541687.083333333,64.675,116788,284670,276174,512962,"932328","117657",3632524,"All industry total ",6.75,80100,1063.096,1.063096,"NE",2022,0
"Rhode Island",2007,541900.75,64.7166666666667,117090,277823,280929,510456,"923855","120518",3629986,"All industry total ",7.4,78790,1057.315,1.057315,"NE",2022,0
"Rhode Island",2008,525197.166666667,62.6416666666667,118410,272611,284482,509591,"918265","124191",3663170,"All industry total ",7.4,74640,1055.003,1.055003,"NE",2022,0
"Rhode Island",2009,506085.25,60.1333333333333,120362,266874,289388,508882,"913480","127861",3721042,"All industry total ",7.4,72680,1053.646,1.053646,"NE",2022,0
"Rhode Island",2010,504971.083333333,59.925,120496,263777,293802,509276,"910370","132083",3807949,"All industry total ",7.4,71680,1053.994,1.053994,"NE",2022,0
"Rhode Island",2011,500062.666666667,59.2083333333333,121119,262094,296270,509738,"906128","136336",3948456,"All industry total ",7.4,66030,1053.829,1.053829,"NE",2022,0
"Rhode Island",2012,502979.5,59.3166666666667,121073,261914,295272,510708,"903974","141060",4095098,"All industry total ",7.4,74070,1054.893,1.054893,"NE",2022,0
"Rhode Island",2013,505935.916666667,59.4583333333333,119468,263021,295260,511425,"901229","145039",4248819,"All industry total ",7.75,73520,1055.56,1.05556,"NE",2022,0
"Rhode Island",2014,513502.5,60.15,118075,264361,294998,512440,"898577","149361",4408880,"All industry total ",8,75470,1056.511,1.056511,"NE",2022,0
"Rhode Island",2015,521712.416666667,60.95,116238,265411,294871,513263,"895224","154108",4548567,"All industry total ",9,71740,1056.886,1.056886,"NE",2022,0
"Rhode Island",2016,524505.833333333,61.1166666666667,114468,267005,293603,514154,"892585","158803",4655650,"All industry total ",9.6,78550,1057.816,1.057816,"NE",2022,0
"Rhode Island",2017,542435.333333333,61.4916666666667,112805,267708,291492,513670,"888998","163060",4712663,"All industry total ",9.6,82060,1056.554,1.056554,"NE",2022,0
"Rhode Island",2018,549519.666666667,61.9083333333333,111082,271337,288642,515433,"887380","168910",4885726,"All industry total ",10.1,76580,1059.338,1.059338,"NE",2022,0
"Rhode Island",2019,554047.833333333,62.1083333333333,109067,273409,284602,514961,"883779","172793",5132555,"All industry total ",10.5,85020,1058.158,1.058158,"NE",2022,0
"Rhode Island",2020,517836.75,57.7333333333333,111778,285126,293845,537395,"913395","182833",3443393,"All industry total ",10.5,96170,1096.53,1.09653,"NE",2022,0
"Rhode Island",2021,540111.916666667,60.0583333333333,110772,289068,289184,537808,"911361","187335",3752006,"All industry total ",11.5,86090,1097.246,1.097246,"NE",2022,0
"Rhode Island",2022,551619.083333333,61.325,109832,292606,284100,539284,"907901","194278",5425900,"All industry total ",12.25,85980,1099.498,1.099498,"NE",2022,1
"South Dakota",2000,398148.416666667,70.9166666666667,78009,205892,161066,375163,"674595","10995",1110894,"All industry total ",5.15,62370,755.844,0.755844,"MW",NA,0
"South Dakota",2001,400974.5,70.8,79716,202454,166882,376435,"674503","12581",1100857,"All industry total ",5.15,66330,757.972,0.757972,"MW",NA,0
"South Dakota",2002,403418.333333333,70.6416666666667,81213,199552,172550,377692,"674297","13805",1513816,"All industry total ",5.15,62550,760.02,0.76002,"MW",NA,0
"South Dakota",2003,406827.5,70.6,83126,196608,178438,380096,"675551","15088",1406670,"All industry total ",5.15,63940,763.729,0.763729,"MW",NA,0
"South Dakota",2004,410600.416666667,70.45,84773,195250,184815,383719,"679638","16371",1631538,"All industry total ",5.15,64880,770.396,0.770396,"MW",NA,0
"South Dakota",2005,414036,70.2333333333333,84665,194053,191095,386472,"682268","17549",1428805,"All industry total ",5.15,66190,775.493,0.775493,"MW",NA,0
"South Dakota",2006,419768.5,70.2833333333333,84428,193284,197396,390613,"687117","18608",1859424,"All industry total ",5.15,67710,783.033,0.783033,"MW",NA,0
"South Dakota",2007,424004.333333333,70.0916666666667,82444,194894,203389,394973,"692596","19626",2006981,"All industry total ",5.15,67460,791.623,0.791623,"MW",NA,0
"South Dakota",2008,425595,69.5916666666667,82232,195036,208133,398888,"697376","20777",1876840,"All industry total ",5.85,72340,799.124,0.799124,"MW",NA,0
"South Dakota",2009,421257.75,68.2,81791,196965,211764,403869,"701817","21709",2003540,"All industry total ",6.55,64500,807.067,0.807067,"MW",NA,0
"South Dakota",2010,421839.25,68.1083333333333,81802,199021,215348,408445,"707989","22455",1992341,"All industry total ",7.25,62970,816.193,0.816193,"MW",NA,0
"South Dakota",2011,425327.666666667,68.1666666666667,83034,201157,217776,413432,"712446","24647",2173931,"All industry total ",7.25,63600,823.74,0.82374,"MW",NA,0
"South Dakota",2012,428999.916666667,67.8916666666667,84273,204292,218796,419196,"717510","27035",2182167,"All industry total ",7.25,65290,833.859,0.833859,"MW",NA,0
"South Dakota",2013,431002.333333333,67.5,84691,206674,219122,423958,"723190","28772",2300269,"All industry total ",7.25,69720,842.751,0.842751,"MW",NA,0
"South Dakota",2014,435727.5,67.675,84528,208271,218664,427747,"727762","29949",2365674,"All industry total ",7.25,68280,849.67,0.84967,"MW",NA,0
"South Dakota",2015,439347.083333333,67.7666666666667,83945,209301,217659,430583,"729760","30972",2624805,"All industry total ",8.5,70930,854.663,0.854663,"MW",NA,0
"South Dakota",2016,441364.666666667,67.425,84122,212141,216998,435481,"733926","32805",2575324,"All industry total ",8.55,73350,863.693,0.863693,"MW",NA,0
"South Dakota",2017,441430.75,67.0416666666667,84036,216704,215815,440841,"739668","35290",2930281,"All industry total ",8.65,71410,873.732,0.873732,"MW",NA,0
"South Dakota",2018,446371.583333333,67.2833333333333,83530,218952,214111,443549,"743603","36998",2849276,"All industry total ",8.85,73130,879.386,0.879386,"MW",NA,0
"South Dakota",2019,451365.5,67.4166666666667,83286,221898,212332,447574,"748965","38388",2672959,"All industry total ",9.1,77870,887.127,0.887127,"MW",NA,0
"South Dakota",2020,444763.916666667,65.8166666666667,81174,222109,212072,451129,"751476","38995",187773,"All industry total ",9.3,84190,887.948,0.887948,"MW",NA,0
"South Dakota",2021,457245.5,66.85,82515,225380,211051,455626,"757240","41018",1451706,"All industry total ",9.45,84840,896.492,0.896492,"MW",NA,0
"South Dakota",2022,465217.583333333,66.8166666666667,83868,229330,211878,462414,"767504","44471",2948396,"All industry total ",9.95,71620,909.723,0.909723,"MW",NA,0
"Texas",2000,9932977.66666667,65.3416666666667,2213745,6495058,4248352,10399343,"17525167","6739868",58005937,"All industry total ",3.35,66010,20944.499,20.944499,"S",NA,0
"Texas",2001,10013468.5833333,64.625,2283119,6529822,4419829,10588432,"17788213","6987005",58924720,"All industry total ",3.35,68320,21319.622,21.319622,"S",NA,0
"Texas",2002,10061499.8333333,63.75,2340371,6552685,4603429,10775672,"18048885","7244849",63771418,"All industry total ",5.15,66310,21690.325,21.690325,"S",NA,0
"Texas",2003,10175185.5833333,63.3916666666667,2386950,6556417,4784624,10934978,"18288277","7498587",66122911,"All industry total ",5.15,63530,22030.931,22.030931,"S",NA,0
"Texas",2004,10334618,63.3083333333333,2420595,6589095,4966889,11115621,"18543328","7749995",70379095,"All industry total ",5.15,65340,22394.023,22.394023,"S",NA,0
"Texas",2005,10562009.6666667,63.5416666666667,2434329,6634314,5160696,11307684,"18808038","8010747",75536919,"All industry total ",5.15,63540,22778.123,22.778123,"S",NA,0
"Texas",2006,10768741.75,63.3166666666667,2463849,6742164,5377118,11588337,"19161346","8308008",82337518,"All industry total ",5.15,64550,23359.58,23.35958,"S",NA,0
"Texas",2007,10942617.1666667,62.9333333333333,2477138,6835875,5565001,11821411,"19495829","8618270",90483487,"All industry total ",5.15,66930,23831.983,23.831983,"S",NA,0
"Texas",2008,11108770.6666667,62.6083333333333,2511528,6921332,5736274,12059103,"19826396","8927300",92358711,"All industry total ",5.85,65180,24309.039,24.309039,"S",NA,0
"Texas",2009,11047774.6666667,61.075,2548560,7007959,5909590,12301611,"20162083","9239906",88121879,"All industry total ",6.55,66830,24801.761,24.801761,"S",NA,0
"Texas",2010,11255545.25,60.6333333333333,2583332,7096311,6063632,12520150,"20457312","9516766",91056913,"All industry total ",7.25,65630,25241.897,25.241897,"S",NA,0
"Texas",2011,11498484.1666667,60.6166666666667,2627372,7198041,6183889,12719673,"20731710","9745016",95736726,"All industry total ",7.25,66050,25645.504,25.645504,"S",NA,0
"Texas",2012,11795768.9166667,61.0416666666667,2682744,7319581,6251031,12942375,"21017924","9967548",102693051,"All industry total ",7.25,68610,26084.12,26.08412,"S",NA,0
"Texas",2013,12025234.1666667,61.075,2718157,7429740,6319860,13142117,"21261183","10178631",106869193,"All industry total ",7.25,67100,26479.646,26.479646,"S",NA,0
"Texas",2014,12333298.4166667,61.4,2754583,7574816,6410815,13385928,"21561578","10409360",115734656,"All industry total ",7.25,69340,26963.092,26.963092,"S",NA,0
"Texas",2015,12506142.4166667,60.975,2771498,7729844,6522612,13642714,"21873052","10656323",121731977,"All industry total ",7.25,72740,27468.531,27.468531,"S",NA,0
"Texas",2016,12727661.8333333,60.9,2772171,7865137,6627841,13865227,"22138569","10892261",122965343,"All industry total ",7.25,74240,27914.064,27.914064,"S",NA,0
"Texas",2017,12887241.75,60.9833333333333,2773290,7988813,6707189,14052998,"22348987","11098277",131954766,"All industry total ",7.25,75400,28291.024,28.291024,"S",NA,0
"Texas",2018,13176523.75,61.4416666666667,2789046,8099090,6764001,14215238,"22535906","11289269",146329032,"All industry total ",7.25,73530,28624.564,28.624564,"S",NA,0
"Texas",2019,13431852.0833333,61.6833333333333,2814592,8220982,6817930,14394891,"22745521","11491337",152684618,"All industry total ",7.25,81740,28986.794,28.986794,"S",NA,0
"Texas",2020,12876490.5833333,58.0916666666667,2807406,8271216,6920190,14596130,"22806405","11487426",86565834,"All industry total ",7.25,82050,29239.57,29.23957,"S",NA,0
"Texas",2021,13505968.6666667,59.9333333333333,2864614,8390042,6962198,14757064,"22976483","11664215",118553929,"All industry total ",7.25,77390,29570.351,29.570351,"S",NA,0
"Texas",2022,14089994.5833333,61.35,2920542,8587660,7026335,15021870,"23248648","11938765",187513895,"All industry total ",7.25,79560,30113.488,30.113488,"S",NA,0
"Utah",2000,1104800.25,69.7833333333333,319748,627787,384055,1124675,"2109989","204356",4452034,"All industry total ",5.15,81300,2244.502,2.244502,"W",NA,0
"Utah",2001,1111833.08333333,68.6333333333333,328513,633099,400917,1144533,"2142381","217648",4623735,"All industry total ",5.15,79160,2283.715,2.283715,"W",NA,0
"Utah",2002,1112766.25,67.2083333333333,333724,641229,418405,1165962,"2176691","231111",4665131,"All industry total ",5.15,79040,2324.815,2.324815,"W",NA,0
"Utah",2003,1130607.08333333,66.925,333377,650255,434459,1184270,"2206161","243047",4907511,"All industry total ",5.15,79720,2360.137,2.360137,"W",NA,0
"Utah",2004,1169920.33333333,67.6,328927,663806,451220,1204831,"2241095","254864",5442403,"All industry total ",5.15,80290,2401.58,2.40158,"W",NA,0
"Utah",2005,1228819.58333333,69.125,326725,679624,470710,1232978,"2289230","269469",5785368,"All industry total ",5.15,84080,2457.719,2.457719,"W",NA,0
"Utah",2006,1295189.16666667,70.55,322408,701224,491052,1267516,"2347641","287418",6237244,"All industry total ",5.15,81430,2525.507,2.525507,"W",NA,0
"Utah",2007,1342459.75,71.0666666666667,320017,726571,508772,1305074,"2409092","309661",6525233,"All industry total ",5.15,77800,2597.746,2.597746,"W",NA,0
"Utah",2008,1339172,69.25,319576,746850,524154,1337398,"2464247","330732",6521096,"All industry total ",5.85,87670,2663.029,2.663029,"W",NA,0
"Utah",2009,1274620.75,64.625,319374,765668,537132,1367912,"2514266","347583",6238250,"All industry total ",6.55,82330,2723.421,2.723421,"W",NA,0
"Utah",2010,1242989.08333333,63.0916666666667,318446,781625,550135,1394146,"2557149","360487",6257224,"All industry total ",7.25,78730,2775.413,2.775413,"W",NA,0
"Utah",2011,1246716.08333333,62.6083333333333,321904,791880,560648,1414049,"2589879","368489",6794069,"All industry total ",7.25,74730,2814.797,2.814797,"W",NA,0
"Utah",2012,1284264.33333333,63.375,327484,800908,566180,1434801,"2620442","375691",7360546,"All industry total ",7.25,77080,2854.146,2.854146,"W",NA,0
"Utah",2013,1327893.16666667,64.375,333181,812605,572917,1457715,"2656919","384962",7554770,"All industry total ",7.25,79690,2898.773,2.898773,"W",NA,0
"Utah",2014,1364381.58333333,64.9833333333333,334318,824721,580781,1477790,"2688820","393482",7807450,"All industry total ",7.25,81580,2938.327,2.938327,"W",NA,0
"Utah",2015,1402169.83333333,65.4833333333333,337161,838171,590719,1501242,"2725870","404560",7947391,"All industry total ",7.25,85340,2983.626,2.983626,"W",NA,0
"Utah",2016,1449932.08333333,66.0916666666667,341096,859637,602396,1532337,"2775024","418556",8650580,"All industry total ",7.25,86150,3044.241,3.044241,"W",NA,0
"Utah",2017,1505205,66.6,347243,881316,613044,1562978,"2822205","433750",9695440,"All industry total ",7.25,87560,3103.54,3.10354,"W",NA,0
"Utah",2018,1538198.41666667,66.5,354714,899666,621837,1588994,"2863742","447226",10298475,"All industry total ",7.25,94780,3155.153,3.155153,"W",NA,0
"Utah",2019,1577699,66.7,362082,915588,630813,1613538,"2902040","459119",11006213,"All industry total ",7.25,102400,3203.383,3.203383,"W",NA,0
"Utah",2020,1567335.08333333,64.6,372962,935814,653038,1662941,"2969245","496147",4662965,"All industry total ",7.25,100700,3284.077,3.284077,"W",NA,0
"Utah",2021,1641517.91666667,66.0166666666667,383368,953619,666759,1690745,"3013598","512250",8062984,"All industry total ",7.25,100600,3339.738,3.339738,"W",NA,0
"Utah",2022,1702107.83333333,67.0916666666667,393008,969541,681846,1717717,"3049773","534942",14451072,"All industry total ",7.25,102100,3391.011,3.391011,"W",NA,0
"Vermont",2000,324706.583333333,68.5083333333333,56798,175916,151661,298769,"592031","5556",1477728,"All industry total ",5.75,67700,609.618,0.609618,"NE",2020,0
"Vermont",2001,326956.916666667,68.3,58845,172405,156828,300444,"593614","6104",1542078,"All industry total ",6.25,68210,612.223,0.612223,"NE",2020,0
"Vermont",2002,330113.833333333,68.275,60590,169409,162285,302483,"595803","6577",1628813,"All industry total ",6.25,71010,615.442,0.615442,"NE",2020,0
"Vermont",2003,331180.166666667,67.875,62583,165614,167530,303652,"597224","6928",1822190,"All industry total ",6.25,69990,617.858,0.617858,"NE",2020,0
"Vermont",2004,334518.5,68.025,63919,161932,172742,304840,"598348","7344",1986215,"All industry total ",6.75,74700,619.92,0.61992,"NE",2020,0
"Vermont",2005,337432.333333333,68.0916666666667,64910,158855,177331,305793,"598555","7754",2198719,"All industry total ",7,77770,621.215,0.621215,"NE",2020,0
"Vermont",2006,342141.416666667,68.4916666666667,65566,155997,181711,306602,"599014","8137",2280787,"All industry total ",7.25,77480,622.892,0.622892,"NE",2020,0
"Vermont",2007,339446.916666667,67.575,65359,153309,185432,306943,"598657","8492",2403785,"All industry total ",7.53,68870,623.481,0.623481,"NE",2020,0
"Vermont",2008,337873.583333333,66.95,65116,151259,187934,307429,"598535","8923",2250134,"All industry total ",7.68,71090,624.151,0.624151,"NE",2020,0
"Vermont",2009,337126.416666667,66.4583333333333,65131,149150,190771,307689,"597923","9274",2294921,"All industry total ",8.06,73640,624.817,0.624817,"NE",2020,0
"Vermont",2010,336989.75,66.3583333333333,65229,147553,192775,308263,"598552","9291",2437383,"All industry total ",8.06,77660,625.886,0.625886,"NE",2020,0
"Vermont",2011,337724.166666667,66.1916666666667,66283,146462,193595,309249,"598624","9897",2489139,"All industry total ",8.15,69840,627.197,0.627197,"NE",2020,0
"Vermont",2012,336951.583333333,65.8666666666667,66684,145056,191573,308870,"597188","10177",2606833,"All industry total ",8.46,73440,626.361,0.626361,"NE",2020,0
"Vermont",2013,334797.5,65.3083333333333,67348,144673,189478,309197,"596629","10652",2719659,"All industry total ",8.6,85520,626.603,0.626603,"NE",2020,0
"Vermont",2014,334805.333333333,65.2,67562,143318,187598,308771,"595023","10881",2835853,"All industry total ",8.73,78140,625.693,0.625693,"NE",2020,0
"Vermont",2015,334254.916666667,64.9166666666667,68128,142617,185738,308980,"593494","11214",2951090,"All industry total ",9.15,76630,625.81,0.62581,"NE",2020,0
"Vermont",2016,335021.666666667,64.975,67867,142026,183257,308324,"591124","11640",3022075,"All industry total ",9.6,77670,624.366,0.624366,"NE",2020,0
"Vermont",2017,344640.583333333,65.3,67355,143267,180453,308694,"590360","12162",3150153,"All industry total ",10,79900,625.132,0.625132,"NE",2020,0
"Vermont",2018,346562.916666667,65.3583333333333,66437,144882,176905,308449,"589442","12559",3261982,"All industry total ",10.5,86170,624.802,0.624802,"NE",2020,0
"Vermont",2019,345979.75,64.9916666666667,65775,146063,173258,308308,"587879","12918",3408204,"All industry total ",10.78,90050,624.046,0.624046,"NE",2020,0
"Vermont",2020,320406.416666667,59.8166666666667,64645,152598,177318,319773,"605191","15625",2338715,"All industry total ",10.96,80670,642.977,0.642977,"NE",2020,1
"Vermont",2021,323415.916666667,59.925,64647,156023,174594,321639,"608421","16219",2770675,"All industry total ",11.75,87350,647.21,0.64721,"NE",2020,1
"Vermont",2022,333113.916666667,61.4916666666667,63948,157598,171170,321864,"607595","16524",4010098,"All industry total ",12.55,76960,648.142,0.648142,"NE",2020,1
"Virginia",2000,3524847.33333333,66.4416666666667,685504,2237682,1646015,3486075,"5291975","334268",15847610,"All industry total ",5.15,80640,7105.817,7.105817,"S",2021,0
"Virginia",2001,3559213.5,66.1583333333333,706828,2227441,1703405,3532976,"5342181","361650",17016689,"All industry total ",5.15,84010,7198.362,7.198362,"S",2021,0
"Virginia",2002,3576871.91666667,65.5833333333333,719251,2212969,1765752,3573178,"5387673","389793",18053209,"All industry total ",5.15,81970,7286.873,7.286873,"S",2021,0
"Virginia",2003,3608559.75,65.3916666666667,735315,2196616,1821887,3609197,"5427062","418238",19574690,"All industry total ",5.15,88630,7366.977,7.366977,"S",2021,0
"Virginia",2004,3657879.16666667,65.1333333333333,753770,2192025,1884311,3661265,"5484790","449301",20563677,"All industry total ",5.15,80710,7475.575,7.475575,"S",2021,0
"Virginia",2005,3757062.83333333,65.8416666666667,767898,2190025,1940882,3713459,"5535129","482696",22947965,"All industry total ",5.15,79630,7577.105,7.577105,"S",2021,0
"Virginia",2006,3843695.91666667,66.4083333333333,781520,2190642,1994888,3765250,"5579437","516096",23401793,"All industry total ",5.15,85140,7673.725,7.673725,"S",2021,0
"Virginia",2007,3907014.25,66.6916666666667,787086,2186905,2042232,3803034,"5611286","546471",24404808,"All industry total ",5.15,85980,7751,7.751,"S",2021,0
"Virginia",2008,3951875.66666667,66.6666666666667,792590,2189453,2082718,3844513,"5647186","575669",24448174,"All industry total ",5.85,86900,7833.496,7.833496,"S",2021,0
"Virginia",2009,3854576.25,64.2166666666667,799881,2191638,2132365,3888042,"5690274","607430",26601044,"All industry total ",6.55,85160,7925.937,7.925937,"S",2021,0
"Virginia",2010,3859241.66666667,62.8083333333333,803899,2203676,2177882,3938281,"5737749","637545",26998520,"All industry total ",7.25,83820,8024.004,8.024004,"S",2021,0
"Virginia",2011,3928555.75,62.9,810949,2215406,2207863,3978735,"5779376","660361",26941286,"All industry total ",7.25,84330,8102.437,8.102437,"S",2021,0
"Virginia",2012,3967462.66666667,62.7833333333333,817174,2233144,2212328,4022193,"5821923","682830",27341286,"All industry total ",7.25,85390,8187.456,8.187456,"S",2021,0
"Virginia",2013,4003367,62.7083333333333,820644,2246384,2218544,4058106,"5851605","704193",28277380,"All industry total ",7.25,86030,8255.861,8.255861,"S",2021,0
"Virginia",2014,4040986.75,62.7416666666667,820883,2255815,2224652,4089021,"5869423","722616",28882885,"All industry total ",7.25,85150,8315.43,8.31543,"S",2021,0
"Virginia",2015,4048007.33333333,62.3416666666667,815361,2260280,2233849,4116448,"5879567","743385",29538797,"All industry total ",7.25,79200,8367.303,8.367303,"S",2021,0
"Virginia",2016,4085049.16666667,62.4416666666667,810114,2264192,2240478,4141183,"5891356","765849",30583491,"All industry total ",7.25,84840,8417.651,8.417651,"S",2021,0
